Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average_Crossover,RSI,MACD_Crossover,MACD_Divergence
2017-03-22 00:00:00-04:00,0.000726340146971205,0.0006005167653778398,0.0018409134185525255,0.0012391746247205626,0.19195288226495982,0.0,0.0,,,,
2017-03-23 00:00:00-04:00,0.002952628056287626,0.000568956344846161,0.0032135607318512782,0.00044491470371677,0.13678834163429326,0.0,0.0,0.0,,0.0,0.5122926369308572
2017-03-24 00:00:00-04:00,0.003331471220260257,0.0008216908562999059,0.002793615264568755,0.0,0.1572908340832722,0.0,0.0,0.0,,0.0,0.5107457013561577
2017-03-27 00:00:00-04:00,0.0,0.0,0.0,0.00038129642126366603,0.16909129757986652,0.0,0.0,0.0,,0.0,0.5089941953490913
2017-03-28 00:00:00-04:00,0.002399885677534158,0.004456088317805501,0.0032295570997499246,0.005020006826244289,0.2671336902272383,0.0,0.0,0.0,,0.0,0.5088229683585137
2017-03-29 00:00:00-04:00,0.006773542211301609,0.005167305994469712,0.007379733471497035,0.005528462323641348,0.22526630604703674,0.0,0.0,0.0,,1.0,0.517951040547008
2017-03-30 00:00:00-04:00,0.007578822177403577,0.005183122292953646,0.007880343240701804,0.005226643553659899,0.14540232982468554,0.0,0.0,0.0,,1.0,0.5243720618137894
2017-03-31 00:00:00-04:00,0.006836667457327361,0.0048196157589662225,0.007089010041860494,0.004797665707545057,0.12993917053656673,0.0,0.0,0.0,,1.0,0.5271540981889358
2017-04-03 00:00:00-04:00,0.006820868015768006,0.004582552441218496,0.007153596723725286,0.004861180671634435,0.133180671319014,0.0,0.0,0.0,,1.0,0.527227917500107
2017-04-04 00:00:00-04:00,0.006094545841681648,0.005799296020158912,0.0073473499494297045,0.0065610002209463,0.13223723451720915,0.0,0.0,0.0,,1.0,0.5265255692366873
2017-04-05 00:00:00-04:00,0.007626134324870748,0.006700069937971093,0.008380875587769482,0.005369584509849673,0.21053848721419532,0.0,0.0,0.0,,1.0,0.5285280515172908
2017-04-06 00:00:00-04:00,0.007736630681870721,0.005214665282453512,0.007799529217266954,0.004797665707545057,0.1448190597764859,0.0,0.0,0.0,,1.0,0.5264527949314429
2017-04-07 00:00:00-04:00,0.006852414243116778,0.004677345883381395,0.007508841478719497,0.004289261869329847,0.10003032303926394,0.0,0.0,0.0,,1.0,0.5231047645794916
2017-04-10 00:00:00-04:00,0.006647187114551895,0.004203319940048911,0.006911360429499108,0.004019213496188556,0.12265279701849159,0.0,0.0,0.0,,1.0,0.5192335550852282
2017-04-11 00:00:00-04:00,0.005605170791765007,0.003365883753631338,0.0023253805682273143,0.0015728154507240188,0.23716581540087245,0.0,0.0,0.0,0.5,1.0,0.5156857740752634
2017-04-12 00:00:00-04:00,0.003489378270247756,0.001469560656576746,0.003859376342303461,0.0018428121646834605,0.13682535877285823,0.0,0.0,0.0,0.5,0.0,0.508280204275244
2017-04-13 00:00:00-04:00,0.003978858461057194,0.0018330472353861316,0.003924006408861591,0.000651370623995895,0.11154265313297405,0.0,0.0,0.0,0.5,0.0,0.5041445745234231
2017-04-17 00:00:00-04:00,0.0032999434788718307,0.0010429749053513793,0.003633355392349047,0.001890519419125547,0.09912890569204637,0.0,0.0,0.0,0.5,0.0,0.49944748601490446
2017-04-18 00:00:00-04:00,0.00318937496560856,0.0012957303189495006,0.00402085920671455,0.0008896227707061166,0.08027417614081143,0.0,0.0,0.0,0.5,0.0,0.4994079165730494
2017-04-19 00:00:00-04:00,0.003931547037986399,0.0012326181158252014,0.002955166587243846,6.361828245307621e-05,0.10659536258692413,0.0,0.0,0.0,0.5,0.0,0.4979562199482929
2017-04-20 00:00:00-04:00,0.0028894262643114343,0.0026863598352634965,0.004101652577483517,0.0028595681819320595,0.16653511409247368,0.0,0.0,0.0,0.0,0.0,0.49606883296041054
2017-04-21 00:00:00-04:00,0.004815732091298708,0.0023071435046720934,0.005215914259058402,0.0025895456383816795,0.1065203278465897,0.0,0.0,0.0,0.5,0.0,0.501098558724166
2017-04-24 00:00:00-04:00,0.0064892895553066154,0.004313923815967097,0.007363507075893533,0.004765869481113988,0.10465346350706915,0.0,0.0,0.0,0.5,0.0,0.5042542209341222
2017-04-25 00:00:00-04:00,0.007136635530901214,0.005815096250000623,0.008477717025890619,0.006179729629273545,0.12203351029493147,0.0,0.0,0.0,0.5,0.0,0.5108527644406561
2017-04-26 00:00:00-04:00,0.008020809887182706,0.005341047769337498,0.007686468780213229,0.004829384445203366,0.13373592839748877,0.0,0.0,0.0,0.5,1.0,0.5177816066057987
2017-04-27 00:00:00-04:00,0.007152395620069835,0.0046457449001625906,0.00757340830647063,0.0050041216278242096,0.07576008616229228,0.0,0.0,0.0,0.5,1.0,0.5191580537954612
2017-04-28 00:00:00-04:00,0.007420819501802622,0.004866984660313378,0.0075088400964472835,0.004781728849943129,0.14193172296841716,0.0,0.0,0.0,0.5,1.0,0.5199368816031531
2017-05-01 00:00:00-04:00,0.009015557606954966,0.009449578281519655,0.01023789772282338,0.009436427771707528,0.26941574679660935,0.0,0.0,0.0,0.5,1.0,0.5195094151521781
2017-05-02 00:00:00-04:00,0.01286806080371014,0.010855949319460934,0.013273714379312823,0.010913828713547402,0.3869631700781145,0.0,0.0,0.0,0.5,1.0,0.5278306652476938
2017-05-03 00:00:00-04:00,0.009789139367259891,0.009907782134742138,0.00912360968389972,0.010198891466280252,0.39041276720708923,0.0,0.0,0.0,1.0,1.0,0.5349755680266952
2017-05-04 00:00:00-04:00,0.011257557980472066,0.009354728514905847,0.01161042687700492,0.009356950120425284,0.16705835634840577,0.0,0.0,0.0,1.0,1.0,0.5366870181649135
2017-05-05 00:00:00-04:00,0.01163650724234977,0.012262314660651114,0.013144516840131903,0.013217337462004014,0.20663467979039613,0.0,0.0,0.0,1.0,1.0,0.5346002099063601
2017-05-08 00:00:00-04:00,0.01522067814021938,0.019720903069435164,0.016810187750428612,0.019651281925180647,0.4209809199561305,0.0,0.0,0.0,1.0,1.0,0.5393497396196294
2017-05-09 00:00:00-04:00,0.022862585651578504,0.021585562641746686,0.023947647386469068,0.021208160518302765,0.3247163504230824,0.0,0.0,0.0,1.0,1.0,0.5530858798289631
2017-05-10 00:00:00-04:00,0.0224836258394307,0.020100134195886493,0.021783772580360017,0.02004841188568257,0.19140762981852966,0.0,0.0,0.0,1.0,1.0,0.5621428180669674
2017-05-11 00:00:00-04:00,0.021614058098157474,0.021310500643584196,0.023121940768625837,0.02215406596763872,0.20590834350395887,0.6847826086956521,0.0,0.0,1.0,1.0,0.5623875021118153
2017-05-12 00:00:00-04:00,0.025181238748198498,0.02503926046671942,0.026948598095199755,0.02558369322132864,0.2586517631798346,0.0,0.0,0.0,1.0,1.0,0.5633416749029382
2017-05-15 00:00:00-04:00,0.027258154841354743,0.025404216677903824,0.027564783089169403,0.024945624836660102,0.1934485747556261,0.0,0.0,0.0,1.0,1.0,0.5671527995096568
2017-05-16 00:00:00-04:00,0.027147136913928754,0.02446800623863224,0.027029642383430724,0.02457868966795182,0.13380896221141425,0.0,0.0,0.0,1.0,1.0,0.564507360278906
2017-05-17 00:00:00-04:00,0.02343726930470122,0.02210382199416125,0.01890608768886795,0.01625187529287525,0.44114325491559336,0.0,0.0,0.0,1.0,1.0,0.5583628132816644
2017-05-18 00:00:00-04:00,0.019743237722607304,0.020152142697083736,0.021208580075337435,0.019904825189719616,0.26906858606466205,0.0,0.0,0.0,0.5,1.0,0.5347391863531282
2017-05-19 00:00:00-04:00,0.023088445547059355,0.021167609373611118,0.023640755059797236,0.020734290843156866,0.20296398029323598,0.0,0.0,0.0,0.5,1.0,0.5246795561656705
2017-05-22 00:00:00-04:00,0.024071445676821568,0.022119697870896043,0.02409481250401052,0.02221786505722828,0.16300147805432436,0.0,0.0,0.0,0.5,1.0,0.5181215443359082
2017-05-23 00:00:00-04:00,0.025498293121668875,0.022627413198916757,0.02474336875505223,0.0219147548077005,0.13251236189843535,0.0,0.0,0.0,0.5,1.0,0.5153627462304851
2017-05-24 00:00:00-04:00,0.023817749332288113,0.02146911353550554,0.023705626786355988,0.021180961959056666,0.12509993001659842,0.0,0.0,0.0,0.5,0.0,0.5116430197528166
2017-05-25 00:00:00-04:00,0.023643338331586772,0.0217547221003562,0.024289344003063235,0.022026390299686782,0.1256761968223668,0.0,0.0,0.0,0.5,0.0,0.5066786604223227
2017-05-26 00:00:00-04:00,0.024071452069156868,0.02158022509700666,0.024743398184991244,0.021611696217354537,0.15260866628640396,0.0,0.0,0.0,0.5,0.0,0.5042829853237306
2017-05-30 00:00:00-04:00,0.02315192197057339,0.02188169937129239,0.02477585252236475,0.02170742068132983,0.13459332536371016,0.0,0.0,0.0,0.5,0.0,0.501186882717079
2017-05-31 00:00:00-04:00,0.024023877627769502,0.02146912928736769,0.02323542655184274,0.02025577184164415,0.1778563557141321,0.0,0.0,0.0,0.5,0.0,0.4988334944154271
2017-06-01 00:00:00-04:00,0.022755531583123045,0.02013628618173277,0.02297598125892264,0.020925739771107454,0.0973480811881093,0.0,0.0,0.0,0.5,0.0,0.49408593732264144
2017-06-02 00:00:00-04:00,0.023405601936086817,0.023500167993014798,0.024062407258050755,0.024546841782338874,0.21106673178614965,0.0,0.0,0.0,0.5,0.0,0.4922602873377387
2017-06-05 00:00:00-04:00,0.02461048994952103,0.021913423071478366,0.024986634145969328,0.022122140593252987,0.18666543422939386,0.0,0.0,0.0,0.5,0.0,0.4981551520936744
2017-06-06 00:00:00-04:00,0.023912943954218197,0.024071408201152972,0.025505537062938677,0.022951683735463024,0.19960342438945805,0.0,0.0,0.0,0.5,0.0,0.4968372171870767
2017-06-07 00:00:00-04:00,0.025688530066375337,0.02434104382184671,0.02664045793757422,0.024419140284796026,0.14402469199214546,0.0,0.0,0.0,0.5,0.0,0.4974408630079877
2017-06-08 00:00:00-04:00,0.02605310086133686,0.023642813458327583,0.026510666588691473,0.023812919785740433,0.1458375313186252,0.0,0.0,0.0,1.0,0.0,0.5004935527112758
2017-06-09 00:00:00-04:00,0.025958100468840145,0.023087597169655943,0.012922865607805284,0.014226008817292468,0.5823586362249858,0.0,0.0,0.0,0.5,0.0,0.500909336460654
2017-06-12 00:00:00-04:00,0.01097587955123927,0.008648442162145442,0.007231492430829739,0.008547192444865293,0.6566390273032512,0.0,0.0,0.0,0.5,0.0,0.48218531945024823
2017-06-13 00:00:00-04:00,0.01322721553949685,0.010806422910704744,0.011512219443604449,0.010413587026065096,0.2750433523216914,0.0,0.0,0.0,0.0,0.0,0.46012658771799514
2017-06-14 00:00:00-04:00,0.013766205216735883,0.010885715658920547,0.009388045769592929,0.008132446703351226,0.2486891505898316,0.0,0.0,0.0,0.5,0.0,0.45194835843940256
2017-06-15 00:00:00-04:00,0.007139073609153779,0.006093732664802787,0.006744981581758458,0.006744545294073229,0.2550340882325108,0.0,0.0,0.0,0.0,0.0,0.4449584908013743
2017-06-16 00:00:00-04:00,0.00786848218056771,0.006125602856131507,0.006728880764580808,0.0035224329738904603,0.43707537152626297,0.0,0.0,0.0,0.0,0.0,0.44097306518445706
2017-06-19 00:00:00-04:00,0.0076781478102709855,0.009679772961360855,0.009096148769487084,0.010014700653380143,0.25879582988127675,0.0,0.0,0.0,0.0,0.0,0.4356698500604034
2017-06-20 00:00:00-04:00,0.01276738757643106,0.009886079897144434,0.011171681626458901,0.007893161373003915,0.18234743503894868,0.0,0.0,0.0,0.5,0.0,0.4489134661161761
